This file has no column names
"1",90.1130189637634
"2",87.6134313443092
"3",117.908225548798
"4",90.0268699914452
"5",101.994609973827
"6",57.4150225126916
"7",98.221806271105
"8",89.7157911394686
"9",105.468793874531
"10",92.7352312214972
"11",129.046260810214
"12",93.6205630585572
"13",74.9539054228816
"14",73.7289422920681
"15",112.622644816776
"16",90.94181360045
"17",83.4793315273114
"18",100.532918992873
"19",122.960414316892
"20",98.0907694738838
"21",86.2842445016347
"22",84.9308372186003
"23",96.4839464168909
"24",95.9521424564714
"25",112.948322367705
"26",93.4983960551693
"27",101.686276877038
"28",114.110499364006
"29",106.37132835438
"30",74.9910005791568
"31",109.27896961742
"32",92.4797693608742
"33",89.1076840559328
"34",87.259218364913
"35",83.4904086001498
"36",66.4382675118725
"37",105.248418898489
"38",111.325949243403
"39",98.7487280536936
"40",109.188175051729
"41",94.0613931556692
"42",92.0019783495402
"43",87.6800596931608
"44",78.018877758128
"45",76.6294136807734
"46",105.673550990157
"47",75.3281244998144
"48",100.31464214791
"49",106.58349304641
"50",82.6708869264323
"51",97.6178245872876
"52",92.2761747438933
"53",120.02716984443
"54",108.284338026144
"55",114.120309287919
"56",109.698437134877
"57",99.6732834845504
"58",117.92308649587
"59",121.409495421886
"60",102.153575767404
"61",75.541658470151
"62",87.918357781614
"63",96.5966686344106
"64",134.15803668674
"65",85.5532399033601
"66",113.683700801902
"67",105.932030301329
"68",102.154176317621
"69",114.487233812447
"70",87.1758312393406
"71",78.7691321683195
"72",117.481701939454
"73",103.409426365422
"74",82.6261935572959
"75",92.0448163716206
"76",94.7094153682772
